Contract ID,Plan ID,Organization Type,Plan Type,Offers Part D,SNP Plan,EGHP,Organization Name,Organization Marketing Name,Plan Name,Parent Organization,Contract Effective Date
H1666,808,Local CCP,Local PPO,No,No,Yes,HCSC INSURANCE SERVICES COMPANY,Blue Cross and Blue Shield of Texas,Blue Cross Medicare Advantage (PPO),Health Care Service Corporation,1/1/2013 0:00
H1692,2,Local CCP,HMO/HMOPOS,Yes,No,No,"COVENTRY HEALTH CARE OF WEST VIRGINIA, INC.",Coventry Health Care,Advantra Silver (HMO),Aetna Inc.,1/1/2014 0:00
H1692,3,Local CCP,HMO/HMOPOS,Yes,No,No,"COVENTRY HEALTH CARE OF WEST VIRGINIA, INC.",Coventry Health Care,Advantra Choice (HMO),Aetna Inc.,1/1/2014 0:00
H1692,4,Local CCP,HMO/HMOPOS,Yes,No,No,"COVENTRY HEALTH CARE OF WEST VIRGINIA, INC.",Coventry Health Care,Advantra Choice (HMO),Aetna Inc.,1/1/2014 0:00
H1692,801,Local CCP,HMO/HMOPOS,No,No,Yes,"COVENTRY HEALTH CARE OF WEST VIRGINIA, INC.",Coventry Health Care,Advantra MA Only (HMO),Aetna Inc.,1/1/2014 0:00
H1692,802,Local CCP,HMO/HMOPOS,Yes,No,Yes,"COVENTRY HEALTH CARE OF WEST VIRGINIA, INC.",Coventry Health Care,Advantra Gold (HMO),Aetna Inc.,1/1/2014 0:00
H1714,1,National PACE,National PACE,Yes,No,No,"VIA CHRISTI HEALTHCARE OUTREACH FOR ELDERS, INC.",Via Christi HOPE,Via Christi HOPE (PACE),Ascension Health Alliance,9/1/2002 0:00
H1714,2,National PACE,National PACE,Yes,No,No,"VIA CHRISTI HEALTHCARE OUTREACH FOR ELDERS, INC.",Via Christi HOPE,Via Christi HOPE (PACE),Ascension Health Alliance,9/1/2002 0:00
H1723,1,Demo,Medicare-Medicaid Plan HMO/HMOPOS,Yes,No,No,"ABSOLUTE TOTAL CARE, INC.",Absolute Total Care,Absolute Total Care (Medicare-Medicaid Plan),Centene Corporation,2/1/2015 0:00
H1737,1,Local CCP,HMO/HMOPOS,Yes,No,No,"HEALTH ALLIANCE - MIDWEST, INC.",Health Alliance Medicare,Health Alliance Medicare Guide HMO Rx (HMO),The Carle Foundation,1/1/2014 0:00
H1737,801,Local CCP,HMO/HMOPOS,No,No,Yes,"HEALTH ALLIANCE - MIDWEST, INC.",Health Alliance Medicare,Medicare Employer HMO (HMO),The Carle Foundation,1/1/2014 0:00
H1737,802,Local CCP,HMO/HMOPOS,Yes,No,Yes,"HEALTH ALLIANCE - MIDWEST, INC.",Health Alliance Medicare,Medicare Employer HMO Rx (HMO),The Carle Foundation,1/1/2014 0:00
H1737,803,Local CCP,HMO/HMOPOS,Yes,No,Yes,"HEALTH ALLIANCE - MIDWEST, INC.",Health Alliance Medicare,Medicare Employer HMO Rx (HMO) - non calendar year (HMO),The Carle Foundation,1/1/2014 0:00
H1777,7,Local CCP,HMO/HMOPOS,Yes,Yes,No,"CATHOLIC SPECIAL NEEDS PLAN, LLC",ArchCare Advantage,ArchCare  Advantage (HMO SNP),Catholic Health Care System,1/1/2008 0:00
H1787,1,Local CCP,HMO/HMOPOS,Yes,Yes,No,"GOOD SAMARITAN INSURANCE PLAN OF SOUTH DAKOTA, INC",Great Plains Medicare Advantage (HMO SNP),Great Plains Medicare Advantage (HMO SNP),"Good Samaritan Insurance Plan, LLC",1/1/2018 0:00
H1846,4,Local CCP,Local PPO,Yes,No,No,MOUNT CARMEL HEALTH INSURANCE COMPANY,MediGold,MediGold Flexible Choice (PPO),Trinity Health,1/1/2009 0:00
H1846,801,Local CCP,Local PPO,Yes,No,Yes,MOUNT CARMEL HEALTH INSURANCE COMPANY,MediGold,EGWP MediGold Network Choice (PPO),Trinity Health,1/1/2009 0:00
H1846,802,Local CCP,Local PPO,No,No,Yes,MOUNT CARMEL HEALTH INSURANCE COMPANY,MediGold,EGWP MediGold Network Choice Medical Only (PPO),Trinity Health,1/1/2009 0:00
H1894,1,Local CCP,HMO/HMOPOS,Yes,No,No,"AMERIGROUP WASHINGTON, INC.",AMERIGROUP,Amerivantage Classic (HMO),Anthem Inc.,1/1/2014 0:00
H1894,2,Local CCP,HMO/HMOPOS,Yes,Yes,No,"AMERIGROUP WASHINGTON, INC.",AMERIGROUP,Amerivantage Dual Coordination (HMO SNP),Anthem Inc.,1/1/2014 0:00
H1904,1,National PACE,National PACE,Yes,No,No,PACE GREATER NEW ORLEANS,Pace Greater New Orleans,PACE Greater New Orleans (PACE),Catholic Charities Archdiocese of New Orleans,9/1/2007 0:00
H1904,2,National PACE,National PACE,Yes,No,No,PACE GREATER NEW ORLEANS,Pace Greater New Orleans,PACE Greater New Orleans (PACE),Catholic Charities Archdiocese of New Orleans,9/1/2007 0:00
H1944,1,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,4,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,5,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,6,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,9,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,10,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,11,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,12,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,13,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,14,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,15,Local CCP,HMO/HMOPOS,No,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Essential (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,16,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,17,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,18,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,19,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Plan 3 (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,20,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Plan 3 (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,21,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Plan 3 (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,22,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Plan 3 (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,24,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,25,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Plan 3 (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,26,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Plan 3 (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,28,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,805,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,806,Local CCP,HMO/HMOPOS,No,No,Yes,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1944,807,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",1/1/2008 0:00
H1951,13,Local CCP,HMO/HMOPOS,Yes,No,No,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana,Humana Gold Plus H1951-013 (HMO),Humana Inc.,6/1/1994 0:00
H1951,24,Local CCP,HMO/HMOPOS,Yes,No,No,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana,Humana Gold Plus H1951-024 (HMO),Humana Inc.,6/1/1994 0:00
H1951,28,Local CCP,HMO/HMOPOS,Yes,No,No,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana,Humana Gold Plus H1951-028 (HMO),Humana Inc.,6/1/1994 0:00
H1951,30,Local CCP,HMO/HMOPOS,No,No,No,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana,Humana Gold Plus H1951-030 (HMO),Humana Inc.,6/1/1994 0:00
H1951,32,Local CCP,HMO/HMOPOS,Yes,Yes,No,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana,Humana Gold Plus SNP-DE H1951-032 (HMO SNP),Humana Inc.,6/1/1994 0:00
H1951,33,Local CCP,HMO/HMOPOS,Yes,Yes,No,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana,Humana Gold Plus SNP-DE H1951-033 (HMO SNP),Humana Inc.,6/1/1994 0:00
H1951,34,Local CCP,HMO/HMOPOS,Yes,Yes,No,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana,Humana Gold Plus SNP-DE H1951-034 (HMO SNP),Humana Inc.,6/1/1994 0:00
H1951,38,Local CCP,HMO/HMOPOS,Yes,No,No,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana,Humana Total Care Advantage H1951-038 (HMO),Humana Inc.,6/1/1994 0:00
H1951,39,Local CCP,HMO/HMOPOS,Yes,No,No,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana,Humana Total Care Advantage H1951-039 (HMO),Humana Inc.,6/1/1994 0:00
H1951,41,Local CCP,HMO/HMOPOS,Yes,Yes,No,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana,Humana Gold Plus SNP-DE H1951-041 (HMO SNP),Humana Inc.,6/1/1994 0:00
H1951,44,Local CCP,HMO/HMOPOS,Yes,Yes,No,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana,Humana Gold Plus - Diabetes and Heart (HMO SNP),Humana Inc.,6/1/1994 0:00
H1951,47,Local CCP,HMO/HMOPOS,Yes,No,No,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana,Humana Gold Plus H1951-047 (HMO),Humana Inc.,6/1/1994 0:00
H1951,48,Local CCP,HMO/HMOPOS,Yes,No,No,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana,Humana Gold Plus H1951-048 (HMO),Humana Inc.,6/1/1994 0:00
H1951,49,Local CCP,HMO/HMOPOS,Yes,No,No,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana,Humana Gold Plus H1951-049 (HMO),Humana Inc.,6/1/1994 0:00
H1951,801,Local CCP,HMO/HMOPOS,Yes,No,Yes,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana,Humana Medicare Employer (HMO),Humana Inc.,6/1/1994 0:00
H1951,804,Local CCP,HMO/HMOPOS,No,No,Yes,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana,Humana Medicare Employer (HMO),Humana Inc.,6/1/1994 0:00
H1961,3,Local CCP,HMO/HMOPOS,Yes,Yes,No,"PEOPLES HEALTH, INC.",Peoples Health,Peoples Health Secure Health (HMO SNP),"PH Holdings, LLC",7/1/1997 0:00
H1961,7,Local CCP,HMO/HMOPOS,Yes,No,No,"PEOPLES HEALTH, INC.",Peoples Health,Peoples Health Choices Select (HMO),"PH Holdings, LLC",7/1/1997 0:00
H1961,11,Local CCP,HMO/HMOPOS,Yes,Yes,No,"PEOPLES HEALTH, INC.",Peoples Health,Peoples Health Secure Choice #011 (HMO SNP),"PH Holdings, LLC",7/1/1997 0:00
H1961,14,Local CCP,HMO/HMOPOS,Yes,No,No,"PEOPLES HEALTH, INC.",Peoples Health,Peoples Health Choices 65 #14 (HMO),"PH Holdings, LLC",7/1/1997 0:00
H1961,17,Local CCP,HMO/HMOPOS,Yes,No,No,"PEOPLES HEALTH, INC.",Peoples Health,Peoples Health Choices Gold (HMO),"PH Holdings, LLC",7/1/1997 0:00
H1961,801,Local CCP,HMO/HMOPOS,Yes,No,Yes,"PEOPLES HEALTH, INC.",Peoples Health,Peoples Health Group Medicare (HMO-POS),"PH Holdings, LLC",7/1/1997 0:00
H1961,802,Local CCP,HMO/HMOPOS,Yes,No,Yes,"PEOPLES HEALTH, INC.",Peoples Health,Peoples Health Group Medicare (HMO-POS),"PH Holdings, LLC",7/1/1997 0:00
H1961,803,Local CCP,HMO/HMOPOS,Yes,No,Yes,"PEOPLES HEALTH, INC.",Peoples Health,Peoples Health Group Medicare (HMO),"PH Holdings, LLC",7/1/1997 0:00
H1961,804,Local CCP,HMO/HMOPOS,Yes,No,Yes,"PEOPLES HEALTH, INC.",Peoples Health,Peoples Health Group Medicare (HMO),"PH Holdings, LLC",7/1/1997 0:00
H1969,2,Local CCP,HMO/HMOPOS,Yes,No,No,REGENCE BLUESHIELD OF IDAHO,Regence BlueShield of Idaho,Regence Blue MedAdvantage HMO (HMO),"Cambia Health Solutions, Inc.",1/1/2015 0:00
H1969,4,Local CCP,HMO/HMOPOS,Yes,No,No,REGENCE BLUESHIELD OF IDAHO,Regence BlueShield of Idaho,Regence Blue MedAdvantage HMO Plus (HMO),"Cambia Health Solutions, Inc.",1/1/2015 0:00
H1969,801,Local CCP,HMO/HMOPOS,Yes,No,Yes,REGENCE BLUESHIELD OF IDAHO,Regence BlueShield of Idaho,Regence Blue MedAdvantage HMO (HMO),"Cambia Health Solutions, Inc.",1/1/2015 0:00
H1977,1,Demo,Medicare-Medicaid Plan HMO/HMOPOS,Yes,No,No,"UPPER PENINSULA HEALTH PLAN, LLC",Upper Peninsula Health Plan (UPHP) MI Health Link,Upper Peninsula Health Plan MI Health Link (Medicare-Medicaid Plan),"DLP Marquette General Hospital, LLC",3/1/2015 0:00
H1994,1,Local CCP,HMO/HMOPOS,Yes,No,No,"SELECTHEALTH, INC.",SelectHealth,SelectHealth Advantage Essential (HMO),"Intermountain Health Care, Inc.",1/1/2013 0:00
H1994,2,Local CCP,HMO/HMOPOS,Yes,No,No,"SELECTHEALTH, INC.",SelectHealth,SelectHealth Advantage (HMO),"Intermountain Health Care, Inc.",1/1/2013 0:00
H1994,3,Local CCP,HMO/HMOPOS,Yes,No,No,"SELECTHEALTH, INC.",SelectHealth,SelectHealth Advantage Essential (HMO),"Intermountain Health Care, Inc.",1/1/2013 0:00
H1994,4,Local CCP,HMO/HMOPOS,Yes,No,No,"SELECTHEALTH, INC.",SelectHealth,SelectHealth Advantage (HMO),"Intermountain Health Care, Inc.",1/1/2013 0:00
H1994,5,Local CCP,HMO/HMOPOS,Yes,No,No,"SELECTHEALTH, INC.",SelectHealth,SelectHealth Advantage (HMO),"Intermountain Health Care, Inc.",1/1/2013 0:00
H1994,7,Local CCP,HMO/HMOPOS,Yes,No,No,"SELECTHEALTH, INC.",SelectHealth,SelectHealth Advantage Enhanced (HMO),"Intermountain Health Care, Inc.",1/1/2013 0:00
H1994,8,Local CCP,HMO/HMOPOS,Yes,No,No,"SELECTHEALTH, INC.",SelectHealth,SelectHealth Advantage Enhanced (HMO),"Intermountain Health Care, Inc.",1/1/2013 0:00
H1994,801,Local CCP,HMO/HMOPOS,Yes,No,Yes,"SELECTHEALTH, INC.",SelectHealth,SelectHealth Advantage (HMO),"Intermountain Health Care, Inc.",1/1/2013 0:00
H1994,802,Local CCP,HMO/HMOPOS,No,No,Yes,"SELECTHEALTH, INC.",SelectHealth,SelectHealth Advantage (HMO),"Intermountain Health Care, Inc.",1/1/2013 0:00
H1994,803,Local CCP,HMO/HMOPOS,Yes,No,Yes,"SELECTHEALTH, INC.",SelectHealth,SelectHealth Advantage (HMO),"Intermountain Health Care, Inc.",1/1/2013 0:00
H1997,2,Local CCP,HMO/HMOPOS,Yes,No,No,REGENCE BLUESHIELD,Regence BlueShield,Regence BlueAdvantage HMO Plus (HMO),"Cambia Health Solutions, Inc.",1/1/2014 0:00
H1997,6,Local CCP,HMO/HMOPOS,Yes,No,No,REGENCE BLUESHIELD,Regence BlueShield,Regence BlueAdvantage HMO (HMO),"Cambia Health Solutions, Inc.",1/1/2014 0:00
H1997,803,Local CCP,HMO/HMOPOS,Yes,No,Yes,REGENCE BLUESHIELD,Regence BlueShield,Regence BlueAdvantage HMO (HMO),"Cambia Health Solutions, Inc.",1/1/2014 0:00
H2001,1,Local CCP,Local PPO,Yes,No,No,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,AARP MedicareComplete Choice Plan 1 (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,10,Local CCP,Local PPO,Yes,No,No,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,17,Local CCP,Local PPO,Yes,No,No,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,816,Local CCP,Local PPO,Yes,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,817,Local CCP,Local PPO,No,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,818,Local CCP,Local PPO,Yes,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,819,Local CCP,Local PPO,Yes,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,820,Local CCP,Local PPO,No,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,821,Local CCP,Local PPO,Yes,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,822,Local CCP,Local PPO,Yes,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,823,Local CCP,Local PPO,No,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,824,Local CCP,Local PPO,Yes,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,825,Local CCP,Local PPO,Yes,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,826,Local CCP,Local PPO,Yes,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,827,Local CCP,Local PPO,Yes,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,828,Local CCP,Local PPO,Yes,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,829,Local CCP,Local PPO,Yes,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,830,Local CCP,Local PPO,No,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,831,Local CCP,Local PPO,Yes,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,832,Local CCP,Local PPO,Yes,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,833,Local CCP,Local PPO,No,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,834,Local CCP,Local PPO,Yes,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,835,Local CCP,Local PPO,Yes,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,836,Local CCP,Local PPO,Yes,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,837,Local CCP,Local PPO,Yes,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2001,838,Local CCP,Local PPO,Yes,No,Yes,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",8/1/2005 0:00
H2029,1,Local CCP,Local PPO,Yes,No,No,"HUMANA INSURANCE OF PUERTO RICO, INC.",Humana,HumanaChoice Value H2029-001 (PPO),Humana Inc.,1/1/2008 0:00
H2029,801,Local CCP,Local PPO,Yes,No,Yes,"HUMANA INSURANCE OF PUERTO RICO, INC.",Humana,Humana Medicare Employer (PPO),Humana Inc.,1/1/2008 0:00
H2029,802,Local CCP,Local PPO,No,No,Yes,"HUMANA INSURANCE OF PUERTO RICO, INC.",Humana,Humana Medicare Employer (PPO),Humana Inc.,1/1/2008 0:00
H2029,803,Local CCP,Local PPO,Yes,No,Yes,"HUMANA INSURANCE OF PUERTO RICO, INC.",Humana,Humana Medicare Employer Non-CY (PPO),Humana Inc.,1/1/2008 0:00
H2029,805,Local CCP,Local PPO,Yes,No,Yes,"HUMANA INSURANCE OF PUERTO RICO, INC.",Humana,Humana Medicare Employer (PPO),Humana Inc.,1/1/2008 0:00
H2029,806,Local CCP,Local PPO,No,No,Yes,"HUMANA INSURANCE OF PUERTO RICO, INC.",Humana,Humana Medicare Employer (PPO),Humana Inc.,1/1/2008 0:00
H2029,807,Local CCP,Local PPO,Yes,No,Yes,"HUMANA INSURANCE OF PUERTO RICO, INC.",Humana,Humana Medicare Employer Non-CY (PPO),Humana Inc.,1/1/2008 0:00
H2032,1,Local CCP,Local PPO,Yes,No,No,INSURANCE COMPANY OF SCOTT AND WHITE,Scott and White Health Plan,SeniorCare Advantage (PPO),Baylor Scott & White Holdings,1/1/2018 0:00
H2032,2,Local CCP,Local PPO,Yes,No,No,INSURANCE COMPANY OF SCOTT AND WHITE,Scott and White Health Plan,SeniorCare Advantage (PPO),Baylor Scott & White Holdings,1/1/2018 0:00
H2034,1,Local CCP,HMO/HMOPOS,Yes,Yes,No,"COMMUNITY CARE HEALTH PLAN, INC.",Community Care,Community Care's  Partnership Program (HMO SNP),"Community Care, Inc.",1/1/2008 0:00
